Etunimi,Lukumäärä
Minna-Riitta,86
Sofiia,86
Sorella,86
Tuula-Marja,86
Deborah,85
Jukantytär,85
Merja-Leena,85
Miili,85
Pricilla,85
Said,85
Sulevi,85
Suvi-Maaria,85
Tii,85
Tiina-Riitta,85
Agata,84
Beeda,84
Emina,84
Gina,84
Hymy,84
Juudit,84
Meja,84
Mikantytär,84
Odette,84
Cajsa,83
Karintytär,83
Mataleena,83
Mona-Lisa,83
Soraja,83
Suzan,83
Adella,82
Alexandria,82
Anna-Karoliina,82
Eliza,82
Ha,82
Henriina,82
Lova,82
Meliina,82
Merina,82
Savanna,82
Sunna,82
Ulpukka,82
Angelique,81
Ann-Helen,81
Cristiina,81
Donna,81
Eevaliisa,81
Eeva-Stiina,81
Hanna-Reetta,81
Hele,81
Lyylikki,81
Marja-Kaisa,81
Melody,81
Mirkku,81
Pirta,81
Trang,81
Vivianna,81
Anne-May,80
Dalia,80
Edita,80
Hamdi,80
Mella,80
Miida,80
Mildred,80
Oivi,80
Rosalina,80
Satu-Marja,80
Agatha,79
Anna-Helena,79
Gitte,79
Helin,79
Hodan,79
Iina-Maria,79
Maryan,79
Pirkko-Leena,79
Terttu-Liisa,79
Tähti,79
Una,79
Ayan,78
Heléne,78
Mainikki,78
Minna-Kaisa,78
Satu-Maaria,78
Sirkka-Leena,78
Sorja,78
Tora,78
Anna-Lotta,77
Ann-Catrin,77
Ariela,77
Asha,77
Cara,77
Constance,77
Eloisa,77
Frances,77
Görel,77
Izabella,77
Joanne,77
Lilianna,77
Maleena,77
Margarethe,77
Meija,77
Minessa,77
Nemi,77
Soraya,77
Stefania,77
Daalia,76
Eliisi,76
Gia,76
Jamila,76
Jenika,76
Kaija-Riitta,76
Kirsten,76
Le,76
Marinella,76
Minette,76
Nea-Maria,76
Oma,76
Riitu,76
Ronya,76
Simona,76
Sol-Britt,76
Tuuli-Maria,76
Wera,76
Adolfina,75
Anmari,75
Jeanne,75
Lana,75
Marléne,75
Nhi,75
Pii,75
Salla-Maarit,75
Sarika,75
Villiina,75
Viva,75
Vivianne,75
Aino-Sofia,74
Alexina,74
Anetta,74
Angervo,74
Catalina,74
Clary,74
Eva-Stina,74
Freija,74
Gunlög,74
Gustava,74
Helmi-Maria,74
Magda,74
Matilde,74
Nelle,74
Silla,74
Tarina,74
Tiana,74
Tiina-Kaisa,74
Yasmina,74
Aino-Liisa,73
Aliisi,73
Annemarie,73
Anni-Kaisa,73
Chantal,73
Elaine,73
Halima,73
Helkky,73
Leonie,73
Liisa-Maija,73
Reine,73
Renée,73
Serina,73
Sirena,73
Aleksantra,72
Anastassia,72
Anki,72
Anya,72
Eda,72
Elliida,72
Elli-Maija,72
Eva-Lisa,72
Huda,72
Ingemo,72
Isra,72
Jenni-Mari,72
Kamomilla,72
Lan,72
Lene,72
Marwa,72
Mi,72
Mindi,72
Niini,72
Venni,72
Aana,71
Aleksandrovna,71
Elli-Maria,71
Etti,71
Ismail,71
Kariina,71
Kirsi-Mari,71
Laine,71
Meh,71
Naima,71
Niina-Maria,71
Raakkel,71
Valvikki,71
Veea,71
Adanna,70
Andréa,70
Anu-Riikka,70
Eleonor,70
Inka-Maria,70
June,70
Kersti,70
Leanna,70
Leena-Maria,70
Meryem,70
Neve,70
Rosalinda,70
Signhild,70
Sini-Maaria,70
Sipriina,70
Tiila,70
Uma,70
Venja,70
Anna-Riina,69
Cristine,69
Irma-Liisa,69
Katia,69
Lianna,69
Lise-Lott,69
Maren,69
Marjo-Liisa,69
Muusa,69
Ros-Marie,69
Sanna-Riikka,69
Sikuriina,69
Tiiti,69
Tuomikki,69
Wanda,69
Vanja,69
Annimari,68
Birit,68
Brigitte,68
Esra,68
Hetti,68
Jama,68
Jessiina,68
Jonna-Maria,68
Juanita,68
Juli,68
Meerit,68
Nimo,68
Varvara,68
Aino-Elina,67
Anuliina,67
Aya,67
Eeva-Mari,67
Emmi-Sofia,67
Leena-Marja,67
Maileena,67
Melita,67
Merituulia,67
Noora-Maria,67
Priitta,67
Riina-Maria,67
Valentiina,67
Vivien,67
Aleksina,66
Ayla,66
Jannike,66
Jessina,66
Kristella,66
Maijaliisa,66
María,66
Milea,66
Miljaana,66
Sanne,66
Tiffany,66
Van,66
Ancela,65
Anna-Maarit,65
Birkitta,65
Edda,65
Kaisli,65
Liidia,65
Liza,65
Maritsa,65
Meritta,65
Pekantytär,65
Taava,65
Thyra,65
Tova,65
Yen,65
Albina,64
Annaliina,64
Anneliina,64
Brianna,64
Emmaliina,64
Hanna-Maaria,64
Jenica,64
Juulianna,64
Katarine,64
Kuura,64
Leija,64
Marjana,64
Marjo-Riikka,64
Penni,64
Siiri-Sofia,64
Soja,64
Taisia,64
Ullamaija,64
Viona,64
Vladimirovna,64
Ying,64
Angeliina,63
Asteri,63
Hanna-Maarit,63
Hope,63
Iiri,63
Katri-Maria,63
Layla,63
Malvina,63
Markontytär,63
Milla-Maaria,63
Rahma,63
Roza,63
Ruby,63
Silmu,63
Theodora,63
Adèle,62
Aliise,62
Amilia,62
Anna-Katriina,62
Chatarina,62
Diane,62
Elanor,62
Hélène,62
Kelly,62
Kikka,62
Milla-Mari,62
Nathalia,62
Pelagia,62
Sanniina,62
Sarri,62
Seija-Riitta,62
Silpa,62
Tuua,62
Ulla-Stina,62
Adelaide,61
Aimi,61
Amalie,61
Ella-Noora,61
Ellinora,61
Eva-Lotta,61
Greeta,61
Jenna-Mari,61
Kylli,61
Lolan,61
Maare,61
Madelein,61
Marilyn,61
Medina,61
Miilia,61
Minna-Maaria,61
Onnia,61
Safiya,61
Satu-Sinikka,61
Scarlett,61
Suvi-Päivi,61
Tarja-Riitta,61
Tehilla,61
Veera-Maria,61
Vilda,61
Aisla,60
Annariikka,60
Arintytär,60
Ayaan,60
Debora,60
Kateriina,60
Margarete,60
Martiina,60
Miia-Mari,60
Naimi,60
Pirja,60
Päivänsäde,60
Renee,60
Solbritt,60
Soma,60
Torborg,60
Villentytär,60
Abdirashid,59
Alia,59
Anni-Elina,59
Beatriz,59
Birgetta,59
Dorothy,59
Eerica,59
Ella-Mari,59
Erja-Liisa,59
Franziska,59
Gea,59
Georgina,59
Hilla-Maria,59
Immi,59
Inessa,59
Katja-Maria,59
Kitta,59
Lioubov,59
Mari-Johanna,59
May-Britt,59
Menna,59
Mildrid,59
Misa,59
Nadezhda,59
Najma,59
Pia-Liisa,59
Sheila,59
Suleima,59
Tanita,59
Ulla-Riikka,59
Viktoriina,59
Anastasija,58
Anni-Maija,58
Anu-Maarit,58
Awa,58
Beea,58
Corinna,58
Dahlia,58
Evena,58
Jada,58
Karenina,58
Marine,58
Nelia,58
Petrintytär,58
Rae,58
Riikka-Leena,58
Sue,58
Suvi-Marja,58
Tarja-Tuulikki,58
Titti,58
Tonja,58
Tuula-Riitta,58
Veela,58
Aada-Maria,57
Ada-Sofia,57
Alba,57
Alica,57
Del,57
Delila,57
Eeda,57
Eleena,57
Fredrica,57
Helpi,57
Janella,57
Kaisa-Maija,57
Liisu,57
Lin,57
Luise,57
Lykke,57
Mariama,57
Mariatta,57
Mariikka,57
Maryama,57
Merle,57
Minéa,57
Nhu,57
Nika,57
Olena,57
Susana,57
Weera,57
Adaliina,56
Aivi,56
Arna,56
Aylin,56
Bertha,56
Ciara,56
Eevamaria,56
Ella-Sofia,56
Elmiira,56
Emilla,56
Heili,56
Heinikki,56
Joyce,56
Kaiju,56
Madeline,56
Mahamud,56
Maija-Kaisa,56
Mai-Lis,56
Minna-Maija,56
Penelope,56
Sisko-Liisa,56
Tuomi,56
Tuva,56
Anu-Maria,55
Beada,55
Désirée,55
Emmi-Maria,55
Fiinu,55
Hanan,55
Hannamaria,55
Jussintytär,55
Kaisu-Leena,55
Kirsti-Liisa,55
Lilla,55
Malak,55
Manja,55
Maxine,55
Mili,55
Milia,55
Pihlaja,55
Quynh,55
Sahar,55
Shukri,55
Sievä,55
Sofiina,55
Zeynep,55
Anna-Kaija,54
Anna-Reeta,54
Bich,54
Carol,54
Desireé,54
Elvina,54
Esma,54
Halimo,54
Hanne-Maria,54
Ida-Lotta,54
Ifrah,54
Ingvor,54
Junia,54
Käthe,54
Maaren,54
Metta,54
Mimmu,54
Safa,54
Tiitta,54
Vida,54
Zinaida,54
Ancelika,53
Anne-Liisa,53
Eedith,53
Eline,53
Elsa-Maria,53
Emelina,53
Esme,53
Khadra,53
Laura-Kaisa,53
Marjorie,53
Marla,53
Megan,53
Noa,53
Noelia,53
Sari-Anna,53
Shirin,53
Talvi,53
Varma,53
Wendy,53
Yan,53
Yana,53
Ainomaija,52
Alejandra,52
Ami,52
Annami,52
April,52
Berfin,52
Birgitte,52
Christiane,52
Dania,52
Eevaleena,52
Essi-Maria,52
Evin,52
Maaretta,52
Madelen,52
Malika,52
Marjo-Leena,52
Metti,52
Niki,52
Riikka-Mari,52
Riitta-Sisko,52
Rosemarie,52
Saana-Maria,52
Sanni-Maria,52
Siro,52
Tuija-Liisa,52
Velma,52
Wilda,52
Vivica,52
Anett,51
Ashley,51
Ayse,51
Celinda,51
Chloé,51
Ellanoora,51
Gunlis,51
Ida-Emilia,51
Indira,51
Joana,51
Kukkamaaria,51
Markareetta,51
Mesi,51
Neilikka,51
Nelli-Noora,51
Sanni-Mari,51
Siw,51
Teodora,51
Tuutikki,51
Vy,51
Aden,50
Ann-Maria,50
Chelsea,50
Demi,50
Dolly,50
Eileen,50
Eleonore,50
Enia,50
Faith,50
Gita,50
Heldine,50
Hoang,50
Madelaine,50
Melis,50
Ninette,50
Priita,50
Sigbritt,50
Sirkku-Liisa,50
Tinna,50
Aniela,49
Annabelle,49
Anna-Katri,49
Azra,49
Britt-Louise,49
Eeva-Kristiina,49
Elsbeth,49
Faina,49
Henriksdotter,49
Jenny-Maria,49
Jinna,49
Johanne,49
Karolin,49
Keijukka,49
Lizette,49
Marjaterttu,49
Mindy,49
Mirabella,49
Miska,49
Noemi,49
Otteliaana,49
Peppilotta,49
Pia-Mari,49
Reetta-Liisa,49
Rosanne,49
Tuuni,49
Vesta,49
Adna,48
Ailakki,48
Anne-Charlotte,48
Beatrix,48
Dea,48
Elisi,48
Emma-Maria,48
Eva-Marie,48
Fatemeh,48
Janiika,48
Julija,48
Kristen,48
Lisa-Maria,48
Markuntytär,48
Nga,48
Odelia,48
Oona-Maria,48
Outi-Maria,48
Roosa-Maaria,48
Seita,48
Sibel,48
Terése,48
Tuula-Anneli,48
Valpu,48
Abukar,47
Ada-Maria,47
Ainomaria,47
Alison,47
Anissa,47
Audrey,47
Eena,47
Hana,47
Heini-Maria,47
Jaakontytär,47
Jonna-Mari,47
Katju,47
Lorena,47
Maissi,47
Mare,47
Mariko,47
Michele,47
Muru,47
Nasti,47
Roberta,47
Sadia,47
Sannakaisa,47
Sanna-Maaria,47
Taira,47
Violeta,47
Viviann,47
Zahraa,47
Aire,46
Ania,46
Athena,46
Dahir,46
Erina,46
Fatou,46
Gunni,46
Irkka,46
Janice,46
Kay,46
Linéa,46
Ly,46
Marcella,46
Melia,46
Mohammad,46
Ninnu,46
Raakkeli,46
Sundus,46
Sävy,46
Tella,46
Ulla-Brita,46
Vega,46
Wellamo,46
Zhanna,46
Aaria,45
Ailiina,45
Aino-Inkeri,45
An,45
Anja-Leena,45
Anniliina,45
Arnevi,45
Bashir,45
Camille,45
Darling,45
Delia,45
Dilara,45
Eija-Sinikka,45
Eili,45
Gladys,45
Gundel,45
Hannamaija,45
Henna-Leena,45
Jaanika,45
Lolita,45
Marget,45
Mariza,45
Monique,45
Piia-Maria,45
Saara-Maija,45
Suna,45
Venna,45
Wiivi,45
Adelle,44
Ailikki,44
Anjuska,44
Anne-Marjut,44
Annimaria,44
Bahar,44
Brigitta,44
Céline,44
Gunbritt,44
Hawa,44
Huyen,44
Jael,44
Jenna-Julia,44
Kayla,44
Kesia,44
Loan,44
Lovis,44
Malou,44
Marja-Elina,44
Matlena,44
Natascha,44
Rinja,44
Sissel,44
Tupuna,44
Uni,44
Veena,44
Viktorina,44
Wiola,44
Vivienne,44
Abdirizak,43
Alexis,43
Anne-Christine,43
Aria,43
Brenda,43
Camila,43
Dorita,43
Elenor,43
Else-May,43
Esteriina,43
Eunice,43
Farida,43
Hanna-Elina,43
Hawo,43
Henna-Kaisa,43
Hetta,43
Idun,43
Ilo,43
Inge-Britt,43
Iona,43
Ivy,43
Jannentytär,43
Jeni,43
Kirsi-Maaria,43
Lida,43
Liila,43
Lisa-Marie,43
Mariah,43
Mikaelsdotter,43
Milja-Maria,43
Minna-Riikka,43
Minne,43
Nasra,43
Repekka,43
Riitta-Kaisa,43
Sargit,43
Sinella,43
Sivia,43
Ulla-Leena,43
Verena,43
Vesantytär,43
Vilma-Lotta,43
Adan,42
Aleksa,42
Anne-Kaarina,42
Anni-Emilia,42
Aslög,42
Bao,42
Briita,42
Carlotta,42
Eja,42
Ela,42
Ellamari,42
Fransilia,42
Fransiska,42
Gunveig,42
Hang,42
Harrintytär,42
Helfrid,42
Hippu,42
Hoa,42
Idamaria,42
Katie,42
Kea,42
Krista-Maria,42
Lavinia,42
Leonore,42
Ling,42
Lotten,42
Marge,42
Marja-Kristiina,42
Marlén,42
Mia-Mari,42
Mira-Maria,42
Nour,42
Piret,42
Rosemary,42
Serafima,42
Sini-Tuuli,42
Tiia-Riikka,42
Yusra,42
Zoja,42
Andersdotter,41
Beate,41
Carolyn,41
Eetla,41
Farhia,41
Hannaliisa,41
Hanna-Marja,41
India,41
Karima,41
Karpalo,41
Katjuska,41
Leena-Kaarina,41
Malgorzata,41
Marcela,41
Maria-Helena,41
Mary-Anne,41
Merette,41
Miia-Marika,41
Miija,41
Oline,41
Pia-Riitta,41
Rana,41
Safiira,41
Sagal,41
Sari-Maarit,41
Satu-Sisko,41
Senia,41
Snöfrid,41
Solina,41
Tuulianna,41
Valo,41
Vineta,41
Aada-Sofia,40
Alfrida,40
Amiira,40
Anaïs,40
Anni-Leena,40
Anu-Liisa,40
Apollonia,40
Aster,40
Edina,40
Effi,40
Ella-Maija,40
Eloise,40
Erja-Riitta,40
Fardowsa,40
Frederika,40
Habiba,40
Helianna,40
Iida-Emilia,40
Josefia,40
Maarja,40
Madicken,40
Maija-Stiina,40
Mairit,40
Mari-Leena,40
Mari-Louise,40
Melida,40
Neda,40
Onna,40
Sadetta,40
Sanni-Sofia,40
Seena,40
Siham,40
Sirpa-Leena,40
Tam,40
Tiia-Riina,40
Tiina-Marja,40
Tuija-Leena,40
Ulla-Kaisa,40
Viivi-Maria,40
Viktoriya,40
Abdullah,39
Agnete,39
Alfa,39
Alisha,39
Ama,39
Amber,39
Arabella,39
Ariella,39
Ciia,39
Ditte,39
Elmira,39
Emmelie,39
Gun-Marie,39
Hanh,39
Henna-Maija,39
Iida-Liisa,39
Iida-Lotta,39
Iida-Maija,39
Ilkantytär,39
Iro,39
Isolde,39
Jasna,39
Kaiho,39
Kirta,39
Leena-Mari,39
Lydmila,39
Maida,39
Majlen,39
Malina,39
Mandy,39
Manteli,39
Marjoriitta,39
Meena,39
Nan,39
Nenne,39
Nikki,39
Ollintytär,39
Philippa,39
Pi,39
Pomeliina,39
Roosa-Mari,39
Rosi,39
Saara-Kaisa,39
Safina,39
Sana,39
Shirley,39
Sickan,39
Sini-Maarit,39
Tilla,39
Tilta,39
Tintti,39
Viktorovna,39
Annmarie,38
Aula,38
Dilan,38
Dung,38
Effia,38
Eija-Inkeri,38
Emma-Kaisa,38
Erja-Leena,38
Eva-Maija,38
Eyvor,38
Francisca,38
Hazel,38
Inga-Liisa,38
Isela,38
Katalin,38
Kimberly,38
Kuu,38
Madleena,38
Marjuska,38
Minnie,38
Mirja-Riitta,38
Nguyen,38
Nomi,38
Paulette,38
Pia-Kristiina,38
Rimma,38
Rosamaria,38
Saija-Leena,38
Samintytär,38
Saranda,38
Sini-Marja,38
Suvi-Tuulikki,38
Svanhild,38
Telle,38
Tiia-Tuulia,38
Vea,38
Yu,38
Zelda,38
Adelea,37
Adelie,37
Agnieszka,37
Aija-Leena,37
Alana,37
Alexiina,37
Anne-Marika,37
Bushra,37
Catariina,37
Cecilie,37
Christiana,37
Darina,37
Derya,37
Elene,37
Emi,37
Emma-Leena,37
Emma-Liisa,37
Erikka,37
Esantytär,37
Eva-Kaarina,37
Franciska,37
Frideborg,37
Geraldine,37
Gun-May,37
Gun-Viol,37
Heli-Maria,37
Hibo,37
Hilkka-Maija,37
Iidamaria,37
Illuusia,37
Iraida,37
Isella,37
Ivanovna,37
Johansdotter,37
Kiisa,37
Kitte,37
Krisse,37
Ksenija,37
Lucie,37
Maj-Brit,37
Majbritt,37
Malaika,37
Margaretta,37
Marleen,37
Melike,37
Mertta,37
Merve,37
Mette-Maria,37
Mustafa,37
Nasrin,37
Natja,37
Neonilla,37
Nicoletta,37
Norah,37
Raquel,37
Saara-Sofia,37
Salka,37
Sinaida,37
Smilla,37
Tuuli-Maaria,37
Ulla-Maarit,37
Yael,37
Agnetha,36
Aino-Emilia,36
Anilla,36
Anna-Marie,36
Anne-Maaret,36
Anu-Mari,36
Biritta,36
Britt-Inger,36
Chanel,36
Dawn,36
Eevamaija,36
Ellimaija,36
Enneli,36
Erkintytär,36
Faisa,36
Hannemari,36
Helky,36
Iryna,36
Jelina,36
Jenifer,36
Kamila,36
Katharine,36
Kerttu-Liisa,36
Larsdotter,36
Lien,36
Mairi,36
Margherita,36
Margitha,36
Markitta,36
Marle,36
Martine,36
Melodia,36
Minta,36
Naemi,36
Nasro,36
Nguyet,36
Nhung,36
Novalie,36
Priska,36
Ragnborg,36
Riitta-Maria,36
Ristontytär,36
Roosamari,36
Rosa-Marie,36
Saara-Liisa,36
Sania,36
Sarai,36
Skye,36
Suvituulia,36
Tapiontytär,36
Tuomaantytär,36
Airiina,35
Anna-Julia,35
Anna-Pauliina,35
Annasofia,35
Antonella,35
Arwen,35
Asmaa,35
Caitlin,35
Cynthia,35
Deniz,35
Eeva-Sisko,35
Einikki,35
Ellamaria,35
Emilija,35
Enniina,35
Eugenie,35
Hanna-Riina,35
Hanna-Sofia,35
Hasan,35
Helmina,35
Helmi-Sofia,35
Hiba,35
Inga-Lis,35
Iqra,35
Jeena,35
Joline,35
Josetta,35
Jounintytär,35
Katarzyna,35
Kathryn,35
Katya,35
Kristiine,35
Laurintytär,35
Liivia,35
Linda-Marie,35
Lumianna,35
Lumilla,35
Madina,35
Mai-Britt,35
Majken,35
Maria-Sofia,35
Marike,35
Marja-Lea,35
Minnaliisa,35
Mireille,35
Ngan,35
Nila,35
Nisa,35
Petrina,35
Reetta-Leena,35
Ruuth,35
Saba,35
Samia,35
Sasha,35
Seija-Leena,35
Suvi-Maarit,35
Teija-Liisa,35
Titi,35
Ulla-Kaarina,35
Ulla-Liisa,35
Ullamari,35
Abbas,34
Abdifatah,34
Adelé,34
Aksiina,34
Alda,34
Amani,34
Annel,34
Annemaria,34
Ann-Nina,34
Anu-Leena,34
Chi,34
del,34
Dominique,34
Eevakaisa,34
Elizabet,34
Els-Maj,34
Enni-Maria,34
Evia,34
Fay,34
Hatice,34
Helina,34
Helny,34
Henna-Maaria,34
Hilja-Maria,34
Iida-Mari,34
Inca,34
Inga-Maria,34
Inge-May,34
Jaana-Maria,34
Jamal,34
Jarita,34
Katy,34
Kirsi-Leena,34
Lilija,34
Lis-Marie,34
Lucina,34
